,wav_filename,wav_filesize,transcript,common_part,region,duration,duration_seconds,filename,chirp_wer,Deepgram_wer,googleSTT_wer,whisper_wer,seamless_wer
464,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400098(387).wav,304748,en onze jo zei van ja die gaat dat weer niet gedaan hebben ofwel aan n van de stagiairs opgedragen hebben,400098,vlaams_brab,0 days 00:00:06,6.0,fv400098(387),0.19047619047619047,0.38095238095238093,0.42857142857142855,0.47619047619047616,0.9047619047619048
465,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400752(144).wav,631724,ze moesten daar wachten dus 't was geen technisch probleem eerst niet uhm toen was 't weer goed maar was er plots een probleem met iemand die moest van 't vliegtuig verwijderd worden,400752,west_vlaams,0 days 00:00:06,6.0,fv400752(144),0.15151515151515152,0.5454545454545454,0.21212121212121213,0.42424242424242425,0.18181818181818182
466,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400254(144).wav,851116,maar de hoe zou 'k 't zeggen het nut daarvan was ook nihil want op sommige momenten was diene mol zelfs zo ironisch dat hij dat spel dat spilleke met die fles d'rop en al uitwroette en 't lag ernaast,400254,oost_vlaams,0 days 00:00:06,6.0,fv400254(144),0.225,0.475,0.45,0.45,0.45
467,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400065(050).wav,509676,maar allee ge let er toch een beetje op dat het dat 't uh wordt opgenomen nee,400065,limburg,0 days 00:00:06,6.0,fv400065(050),0.47058823529411764,1.0,0.5882352941176471,0.7647058823529411,0.8823529411764706
468,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400439(017).wav,357804,maar al ah ja 't werkt nog een zoon bij bekaert ne zoon,400439,west_vlaams,0 days 00:00:06,6.0,fv400439(017),0.23076923076923078,0.6153846153846154,0.5384615384615384,0.6923076923076923,0.6923076923076923
469,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400782(100).wav,264108,dan stoort het ook niet voor hen ze moeten de les niet stilleggen,400782,west_vlaams,0 days 00:00:06,6.0,fv400782(100),0.07692307692307693,0.38461538461538464,0.46153846153846156,0.8461538461538461,0.3076923076923077
470,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400069(275).wav,289004,en toen doet hij een galontsteking toen zat hij dus al met een antibioticakuur,400069,limburg,0 days 00:00:06,6.0,fv400069(275),0.2857142857142857,0.35714285714285715,0.5,0.35714285714285715,0.5
471,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400660(040).wav,359020,'k ga ne keer zeggen maar ik denk dat ze ze zegt dat eigenlijk voor een deel uit humor weh,400660,west_vlaams,0 days 00:00:06,6.0,fv400660(040),0.3,0.4,0.3,0.45,0.5
472,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400518(065).wav,393068,en we moeten dus voor ieder puntje bepalen of dat die maatregel dan in dat decreet staat of dat wel duurzaam genoeg is,400518,west_vlaams,0 days 00:00:06,6.0,fv400518(065),0.17391304347826086,0.2608695652173913,0.391304347826087,0.30434782608695654,0.30434782608695654
473,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400448(130).wav,312940,en ja 't is zo in de achterkamer thuis,400448,west_vlaams,0 days 00:00:06,6.0,fv400448(130),0.1111111111111111,0.8888888888888888,0.2222222222222222,0.5555555555555556,0.2222222222222222
474,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400689(018).wav,389868,in antwerpen en rotterdam en zo had ik dat probleem niet want rotterdam was te duister,400689,oost_vlaams,0 days 00:00:06,6.0,fv400689(018),0.125,0.5,0.5,0.5,0.375
475,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400078(103).wav,262636,uh 'k heb die ingeplakt in het uh gastenboek,400078,limburg,0 days 00:00:06,6.0,fv400078(103),0.3333333333333333,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.6666666666666666
476,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400510(019).wav,302764,maar net voordat ie zo die laatste framboos daarin steekt schiet ie in een lach,400510,limburg,0 days 00:00:06,6.0,fv400510(019),0.13333333333333333,0.5333333333333333,0.5333333333333333,0.4,0.4666666666666667
477,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400773(038).wav,427628,in principe wel voor eerste ploeg toch alleen h eerste ploeg de reserven spelen die wedstrijd op donderdag geloof ik,400773,limburg,0 days 00:00:06,6.0,fv400773(038),0.15,0.75,0.55,0.75,0.55
478,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400741(030).wav,355372,iets dat ietske kritiek is wel en dat je 'ns moet bekijken hier dat hekken rond dat terras,400741,vlaams_brab,0 days 00:00:06,6.0,fv400741(030),0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
479,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400783(017).wav,483116,en vannacht is ze dan dan dus doodgegaan en ik denk eigenlijk dat,400783,west_vlaams,0 days 00:00:06,6.0,fv400783(017),0.0,0.46153846153846156,0.23076923076923078,0.38461538461538464,0.38461538461538464
480,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400085(107).wav,365420,ik zeg hilde 'k zeg leeft gij nog want ik heb al zo dikwijls gebeld naar u en gij zijt nooit thuis,400085,limburg,0 days 00:00:06,6.0,fv400085(107),0.22727272727272727,0.5,0.5454545454545454,0.4090909090909091,0.5909090909090909
481,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400789(049).wav,346092,maar dat wat ik moest nemen dat hielp niks hij stuurde mij naar,400789,oost_vlaams,0 days 00:00:06,6.0,fv400789(049),0.07692307692307693,0.5384615384615384,0.15384615384615385,0.5384615384615384,0.23076923076923078
482,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400516(054).wav,259884,nee hij gaat niet mee zo,400516,west_vlaams,0 days 00:00:06,6.0,fv400516(054),0.0,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334
483,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400766(016).wav,319404,mja h die twee die blijft twee dus die s komt er niet in ja,400766,limburg,0 days 00:00:06,6.0,fv400766(016),0.26666666666666666,0.7333333333333333,0.4666666666666667,0.9333333333333333,0.8666666666666667
484,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400071(002).wav,292460,h ma zegt dat pa niet meewil en pa zegt dat ma niet wee meewil,400071,limburg,0 days 00:00:06,6.0,fv400071(002),0.4666666666666667,1.0,1.0,0.9333333333333333,0.9333333333333333
485,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400255(149).wav,278636,en ze twijfelde of ze als ze zou doorrijden of dat ze naar huis zou komen,400255,oost_vlaams,0 days 00:00:06,6.0,fv400255(149),0.125,0.5625,0.5625,0.5625,0.125
486,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400461(079).wav,289772,allee voor mij ja het van het crme de la crme was dat,400461,vlaams_brab,0 days 00:00:06,6.0,fv400461(079),0.3076923076923077,0.6153846153846154,0.46153846153846156,0.8461538461538461,0.5384615384615384
487,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400368(056).wav,378412,en ge weet niet meer ja we hebben dat niet gaan vragen h ze hadden wel gezegd van de gebuur hier recht tegenover was juist toegekomen,400368,west_vlaams,0 days 00:00:06,6.0,fv400368(056),0.3076923076923077,1.0,0.7692307692307693,0.7692307692307693,0.8076923076923077
488,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400456(007).wav,646060,en dat is nen aanrader voor iedereen wij zijn uh den eersten dag zijn wij gereden tot in uh beauvais geloof 'k ik,400456,vlaams_brab,0 days 00:00:06,6.0,fv400456(007),0.30434782608695654,0.4782608695652174,0.4782608695652174,0.5217391304347826,0.5217391304347826
489,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400764(063).wav,304108,dan de volgende student komt dan maar die zit al binnen want die heeft die is samen met die andere student binnengekomen,400764,vlaams_brab,0 days 00:00:06,6.0,fv400764(063),0.09090909090909091,0.4090909090909091,0.22727272727272727,0.2727272727272727,0.4090909090909091
490,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400396(088).wav,1129964,dus bij beton zijn dat heel hoge trillingen die heel makkelijk dus ook over een uh een berm of of om 't even welke geluidswerende materialen dat ze d'rdoor dringen h of dat ze d'roverheen gaan,400396,west_vlaams,0 days 00:00:06,6.0,fv400396(088),0.16666666666666666,0.3888888888888889,0.4444444444444444,0.4722222222222222,0.5277777777777778
491,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400686(095).wav,340460,en die zetels zijn speciaal ontwerp voor de eerste keer daar gebruikt,400686,oost_vlaams,0 days 00:00:06,6.0,fv400686(095),0.0,0.25,0.16666666666666666,0.25,0.4166666666666667
492,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400085(142).wav,354024,die vindt alles fantastisch op reis van 't moment dat ie weg is van huis vindt ie alles fantastisch,400085,limburg,0 days 00:00:06,6.0,fv400085(142),0.21052631578947367,0.3684210526315789,0.3684210526315789,0.42105263157894735,0.3684210526315789
493,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400487(055).wav,305708,dat was die aflevering met diejen met diejen sanitairman roxanne dacht dat ze dat ze zwanger was,400487,vlaams_brab,0 days 00:00:06,6.0,fv400487(055),0.29411764705882354,0.5882352941176471,0.47058823529411764,0.5294117647058824,0.5882352941176471
494,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400635(066).wav,744236,alhoewel ik toch denk dat er uh zelfs als dan die andere vormen zouden wegvallen dat dan toch niet gaat wegvallen dat uh mensen mekaar gaan vinden om wat te ondernemen,400635,limburg,0 days 00:00:06,6.0,fv400635(066),0.06451612903225806,0.6129032258064516,0.06451612903225806,0.25806451612903225,0.22580645161290322
495,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400773(017).wav,349868,ah had ik beter ook gedaan ik sta nog 'ns op dat blokken komt ook niks van in huis,400773,limburg,0 days 00:00:06,6.0,fv400773(017),0.3157894736842105,0.6842105263157895,0.631578947368421,0.8947368421052632,0.7368421052631579
496,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400100(017).wav,301868,ja awel ja dan geven die vlaams blokkers dat niet door h,400100,vlaams_brab,0 days 00:00:06,6.0,fv400100(017),0.6666666666666666,0.8333333333333334,1.0,1.0,0.8333333333333334
497,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400194(066).wav,329900,en uiteindelijk kom komt op neer dat uh dat 'm ne verpleger is ja dat hij verpleger is,400194,oost_vlaams,0 days 00:00:06,6.0,fv400194(066),0.2777777777777778,0.6666666666666666,0.5555555555555556,0.6111111111111112,0.6111111111111112
498,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400397(067).wav,313836,en dat zijn die kisten h waar ze dan ga gaan op zitten nee dat kan voor alles gebruikt worden,400397,west_vlaams,0 days 00:00:06,6.0,fv400397(067),0.25,0.5,0.35,0.4,0.4
499,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400307(126).wav,490668,dat zit in het ganse kader van privatisering h privatisering uh kunstenaars die een sp een sponsor moeten zoeken,400307,vlaams_brab,0 days 00:00:06,6.0,fv400307(126),0.21052631578947367,0.3684210526315789,0.3684210526315789,0.47368421052631576,0.631578947368421
500,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400087(083).wav,294956,trouwens onzen pastoor van thuis in in de parochie die is hier in genk gekomen h,400087,limburg,0 days 00:00:06,6.0,fv400087(083),0.125,0.5625,0.375,0.4375,0.4375
501,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400477(033).wav,274540,die staat nochtans ergens bij een brug maar ik weet niet welke,400477,limburg,0 days 00:00:06,6.0,fv400477(033),0.08333333333333333,0.25,0.16666666666666666,0.5,0.4166666666666667
502,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400283(058).wav,260268,maar we zullen daarop mikken h ofwel maandag dinsdag woensdag ofwel woensdag donderdag vrijdag,400283,vlaams_brab,0 days 00:00:06,6.0,fv400283(058),0.2857142857142857,1.0,0.5714285714285714,0.8571428571428571,0.8571428571428571
503,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400198(017).wav,275628,ja ja,400198,vlaams_brab,0 days 00:00:06,6.0,fv400198(017),11.0,9.0,9.5,8.5,9.5
504,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400781(043).wav,442412,en vandaar en die was hier ja die was hier om twaalf uur nog die jongen dus 'k denk dat die dan pas opgestaan is,400781,west_vlaams,0 days 00:00:06,6.0,fv400781(043),0.08,0.4,0.28,0.56,0.56
505,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400780(029).wav,593964,dus dan zal het tot op de trouw zijn denk ik maar franois heeft vrijdag dat examen voor de europese gemeenschap,400780,west_vlaams,0 days 00:00:06,6.0,fv400780(029),0.14285714285714285,0.5714285714285714,0.47619047619047616,0.5238095238095238,0.5714285714285714
506,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400778(093).wav,361964,en we moesten dus nu opnieuw tien euro omdat 't weer op was allee ja,400778,west_vlaams,0 days 00:00:06,6.0,fv400778(093),0.26666666666666666,0.4666666666666667,0.4666666666666667,0.6666666666666666,0.8
507,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400308(071).wav,438764,dat men uh plaatst die altijd bij de impressionisten en bij hun techniek,400308,vlaams_brab,0 days 00:00:06,6.0,fv400308(071),0.15384615384615385,0.46153846153846156,0.38461538461538464,0.3076923076923077,0.3076923076923077
508,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400745(030).wav,318124,maar ik herinner me de afdaling naar noorbeek weer in nederland,400745,vlaams_brab,0 days 00:00:06,6.0,fv400745(030),0.09090909090909091,0.45454545454545453,0.5454545454545454,0.2727272727272727,0.2727272727272727
509,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400628(050).wav,373356,ik ken ook een een duits meisje normaal gezien in belgi kunnen toch een aantal belgen toch duits,400628,oost_vlaams,0 days 00:00:06,6.0,fv400628(050),0.16666666666666666,0.5,0.4444444444444444,0.4444444444444444,0.6666666666666666
510,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400609(020).wav,427884,h want uh ik denk dat we dan ook een paar weken vrijgesteld werden om dan opzoekingswerk te gaan doen en zo,400609,vlaams_brab,0 days 00:00:06,6.0,fv400609(020),0.18181818181818182,0.2727272727272727,0.18181818181818182,0.3181818181818182,0.4090909090909091
511,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400335(011).wav,285100,en achtenzeventig en drientachtig de beker gewonnen tot daar de beperkte erelijst,400335,west_vlaams,0 days 00:00:06,6.0,fv400335(011),0.25,0.25,0.4166666666666667,0.5,0.5833333333333334
512,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400741(005).wav,387884,enorme containers lijk er in antwerpen in de haven staan voor benzine en petroleum ruwe petroleum,400741,vlaams_brab,0 days 00:00:06,6.0,fv400741(005),0.25,0.5,0.3125,0.5625,0.4375
513,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400070(053).wav,323436,stukken die van de band vallen of die die vlekken vertonen gaan in de bak van den aldi,400070,limburg,0 days 00:00:06,6.0,fv400070(053),0.1111111111111111,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.3333333333333333
514,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400753(051).wav,308908,en dien priester die dat leidde dat was echt die ging daarin op h hij was dan azo aan 't zingen,400753,west_vlaams,0 days 00:00:06,6.0,fv400753(051),0.2857142857142857,1.0,0.6666666666666666,0.8571428571428571,0.8095238095238095
515,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400779(015).wav,546092,ah ja en ik vond dat wel interessant natuurlijk wat dat jij aan jouw gezicht te zien niet zo meteen lijkt te denken,400779,west_vlaams,0 days 00:00:06,6.0,fv400779(015),0.08695652173913043,0.2608695652173913,0.08695652173913043,0.391304347826087,0.34782608695652173
516,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400248(006).wav,379308,maar anderzijds heb ik mij deze morgen toch ook weer een serieuze portie ergernis opgedaan,400248,oost_vlaams,0 days 00:00:06,6.0,fv400248(006),0.06666666666666667,0.2,0.06666666666666667,0.2,0.06666666666666667
517,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400199(155).wav,665900,dan moesten wij ook zo 'ns echt iets invullen van waar dat ge wou vertrekken tot in leuven maar dat was helemaal niet duidelijk,400199,vlaams_brab,0 days 00:00:06,6.0,fv400199(155),0.9583333333333334,1.0416666666666667,1.2083333333333333,1.25,1.2083333333333333
518,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400416(082).wav,304876,och jij hebt ook al gebeld voor de boeken ah ja uiteraard,400416,vlaams_brab,0 days 00:00:06,6.0,fv400416(082),0.16666666666666666,0.75,0.4166666666666667,0.9166666666666666,0.5
519,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400310(106).wav,460588,die je lichaam streelt die de de het bezig zijn met je eigen lichaam,400310,vlaams_brab,0 days 00:00:06,6.0,fv400310(106),0.07142857142857142,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
520,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400330(164).wav,354608,en m'n vriend uh dus die liep vlug naar de auto om zijn fotoapparaat te halen,400330,west_vlaams,0 days 00:00:06,6.0,fv400330(164),0.125,0.375,0.3125,0.5,0.1875
521,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400456(060).wav,272620,en al de kamers lopen door mekaar,400456,vlaams_brab,0 days 00:00:06,6.0,fv400456(060),0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857
522,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400795(006).wav,261100,en uh 'k moet naar 't postkantoor ook nog ne brief gaan posten,400795,oost_vlaams,0 days 00:00:06,6.0,fv400795(006),0.46153846153846156,1.0,0.6153846153846154,0.8461538461538461,0.9230769230769231
523,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400433(001).wav,367212,'t loopt loop het ja,400433,west_vlaams,0 days 00:00:06,6.0,fv400433(001),0.6,1.0,0.8,1.0,1.0
524,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400391(001).wav,336620,uh niet zo vaak maar toch uh we zoeken af a af en toe elkaar een keer op,400391,west_vlaams,0 days 00:00:06,6.0,fv400391(001),0.16666666666666666,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.3333333333333333
525,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400488(049).wav,281836,ik walg van die zijn boeren ik walg van die zijn boeren h,400488,vlaams_brab,0 days 00:00:06,6.0,fv400488(049),0.15384615384615385,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.6153846153846154
526,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400800(032).wav,256236,uh hier zie je wel uh enkele koralen,400800,oost_vlaams,0 days 00:00:06,6.0,fv400800(032),0.25,0.5,0.5,0.5,0.5
527,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400390(078).wav,384556,want mama zei dat die aan een kampvuur zaten en zo sorry maar 'k heb geen kampvuur zelfs niet gezien,400390,vlaams_brab,0 days 00:00:06,6.0,fv400390(078),0.2,0.35,0.4,0.35,0.25
528,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400669(027).wav,472236,ik wilde de ouwe uilenspiegel franse versie van vijftien honderd dertig en zoiets vergelijken met lazarillo de tormes,400669,west_vlaams,0 days 00:00:06,6.0,fv400669(027),0.2777777777777778,0.4444444444444444,0.5,0.7222222222222222,0.5
529,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400255(144).wav,345708,en toen pieter zei dat dat nen bmw was maar ik zei dat dat nen audi was,400255,oost_vlaams,0 days 00:00:06,6.0,fv400255(144),0.11764705882352941,0.47058823529411764,0.47058823529411764,0.6470588235294118,0.47058823529411764
530,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400746(024).wav,1166956,dus er moest opgetrokken worden met ruwe stenen en dan met met uh gras-uh-zoden met plaggen werden dan die muurtjes bedekt werd het dak bedekt en uh dat moet toch uh twee generaties terug moeten er nog heel veel van die plaggenhuisjes bewoond geweest zijn,400746,vlaams_brab,0 days 00:00:06,6.0,fv400746(024),0.17777777777777778,0.28888888888888886,0.4444444444444444,0.3333333333333333,0.2222222222222222
531,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400658(008).wav,309548,awel ik denk dat daar de grote nu de vijfde mei gaan ze allemaal gaan h,400658,west_vlaams,0 days 00:00:06,6.0,fv400658(008),0.25,0.3125,0.4375,0.625,0.375
532,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400396(072).wav,498860,ook een doodlopend wegje waar er af en toe toch trafiek gerapporteerd wordt,400396,west_vlaams,0 days 00:00:06,6.0,fv400396(072),0.07692307692307693,0.23076923076923078,0.46153846153846156,0.3076923076923077,0.23076923076923078
533,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400185(031).wav,299756,ja ja,400185,oost_vlaams,0 days 00:00:06,6.0,fv400185(031),1.0,1.0,1.0,1.0,1.0
534,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400291(042).wav,315052,allee 'k moet dan wel eerst zeker weten dat tine daarvan eet h anders zijn we even ver h,400291,vlaams_brab,0 days 00:00:06,6.0,fv400291(042),0.3684210526315789,0.47368421052631576,0.5263157894736842,0.5263157894736842,0.47368421052631576
535,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400216(065).wav,278508,'t is ook wel den tijd dat ge heel den dag bij elkaar kunt zijn h als ge op vakantie gaat,400216,vlaams_brab,0 days 00:00:06,6.0,fv400216(065),0.3333333333333333,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.47619047619047616
536,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400784(002).wav,403372,maar toen ik een jaar in limburg was is de oorlog uitgebroken en kwamen we terug naar lokeren,400784,oost_vlaams,0 days 00:00:06,6.0,fv400784(002),0.16666666666666666,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0
537,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400193(010).wav,351212,studeren was ne mooien tijd ja hebt al een aantal jaar gedaan,400193,oost_vlaams,0 days 00:00:06,6.0,fv400193(010),0.25,0.75,0.5,0.6666666666666666,0.8333333333333334
538,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400484(063).wav,312044,ah ja uh beschonken en hij rijdt toch zo ja,400484,vlaams_brab,0 days 00:00:06,6.0,fv400484(063),0.4,0.8,0.2,0.9,0.9
539,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400426(027).wav,297004,ben eens benieuwd wat dat dat gaat geven 't enigste dat ze gaan moeten doen is,400426,oost_vlaams,0 days 00:00:06,6.0,fv400426(027),0.125,1.0,0.8125,0.9375,0.875
540,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400606(048).wav,293036,uhm nu als het er zes- of zevenenveertig zijn lukt dat ook,400606,vlaams_brab,0 days 00:00:06,6.0,fv400606(048),0.25,0.3333333333333333,0.3333333333333333,0.5,0.5
541,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400076(160).wav,262828,uhm zo groeten voor de tent h de vlag groeten zo,400076,vlaams_brab,0 days 00:00:06,6.0,fv400076(160),0.18181818181818182,0.5454545454545454,0.36363636363636365,0.5454545454545454,0.18181818181818182
542,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400379(016).wav,447596,schrijf een persoonlijke beoordeling over deze taak en zet erbij wat je hebt geleerd uit deze taak,400379,vlaams_brab,0 days 00:00:06,6.0,fv400379(016),0.0,0.11764705882352941,0.058823529411764705,0.23529411764705882,0.23529411764705882
543,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400398(114).wav,437548,en dan kreeg ik telefoon van een leerling van de leraar uh fotografie in de academie in menen,400398,west_vlaams,0 days 00:00:06,6.0,fv400398(114),0.16666666666666666,0.2777777777777778,0.3333333333333333,0.3888888888888889,0.3888888888888889
544,S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400184(104).wav,333100,hij komt elken dag zeggen dat 'm dat 'm mij wel op de hoogte zal houden maar hij weet nooit niks,400184,vlaams_brab,0 days 00:00:06,6.0,fv400184(104),0.3333333333333333,0.6190476190476191,0.7142857142857143,0.5714285714285714,0.5714285714285714
