wav_filename,wav_filesize,transcript 
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400374(003).wav,334828,ja maar dan kunnen we misschien best eerst bellen voor te horen of dat er iemand is die nen sleutel heeft ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400484(065).wav,331692,en kenny had toch wel veel gedronken en uh hij ziet ne
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400397(009).wav,382188,de mensen weten wie wie is dan een tweede keer is dat een soort uh tijdssprong die gemaakt wordt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400063(096).wav,334508,appelen dan nog en appelsienen h ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400795(018).wav,353900,uh wil ik de foto's nemen nu nog ah nog wat naar de foto's kijken maar wat gaat de gij morgen doen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400768(057).wav,345516,en ge moet 'ns weten wat ik allemaal tegen die heb gezegd dan lacht ge dan lacht ge u pas ziek
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400618(058).wav,389548,mmm en dus nu dacht ik weer van ja misschien kan ik nu wel bij n van die gezelschappen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400309(131).wav,369836,dat was een opdracht nu dat werd dan tentoongesteld en dat was open voor het publiek
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400464(065).wav,316460,ze zei uh langer niet want ze kunnen toch genen interimaris niet meer krijgen en uh 't zal wel gaan
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400282(044).wav,298540,ja maar misschien was dat ook niet veel h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400183(010).wav,301868,wij lagen laat dat maar
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400795(013).wav,1233004,ik zal morgen voormiddag ook ne keer willen bellen naar het uh archief in gent het rijksarchief om navraag te doen waar de de archieven bewaard blijven van de franse bezettingstijd
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400214(016).wav,406892,lien heeft dat nog nooit moeten doen en ze is twee jaar ouder dan mij met pasen als ge in als ge in de lagere school
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400268(231).wav,266924,en uh we weten alleen tot nu toe dat ze een vakantiejob doet
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400388(047).wav,517164,uhm anders 'k wou zeggen de zaterdag of zo maar dan is 't gewest h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400348(175).wav,527148,maar ze willen d'r gewoon weer uh uh dinge een een politiek standpunt van maken voor de verkiezingen volgens mij
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400366(003).wav,298284,'t is daarom dat 'k ik ook denk in dat vak dat je dat beroep eigenlijk niet gaat beu zijn
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400402(026).wav,410348,dan zegt ie trek van dat nieuwe getal nu bijvoorbeeld een getal af van uh uh zeven cijfers
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400456(013).wav,341100,dan zijn wij dan verder gereden naar de tuinen van monet naar giverny
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400741(019).wav,584876,en dan de plaats in het midden het hart van de bloem want 't lijkt al een beetje op de bloem hu daar heeft 'm een tentoonstellingsruimte gemaakt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400367(056).wav,268460,awel 't doet d'r nu nog niet toe maar op zich is dat ook al voor een deel een heel verschillend dinges h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400741(021).wav,650604,en gezien onze belangstelling voor architectuur en oude gebouwen moderne gebouwen wat dat er ook met een stad kan gebeuren nu vind ik het wel een heel plezierig gespreksonderwerp
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400076(112).wav,293228,ok iedereen zijn t-shirt uitgedaan op zijn hoofd gebonden
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400484(030).wav,274216,sinds september ha cool
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400552(064).wav,620204,allee ja dus 't is 't is geen sfeer om een en nu ja 'k hoop dat dat ze dat ze er niet te veel gaat van afzien dat ze kan werken ah ja dat ze kan doorwerken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400092(270).wav,1315820,dat waren activiteiten en voor de kinderen en voor volwassenen dus 't is eigenlijk zo als je dat wil de kinderen die zitten in uh skigroepen en als die toekomen uh na het skin dan worden die in hun leeftijdsgroepen opgevangen als als jijzelf als ouders nog niet terug zijt maar meestal zorgden ivo en ik wel dat wij samen ongeveer toekwamen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400186(028).wav,299756,onze cv was ook de moeite h ja dat was niet eenvoudig
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400493(004).wav,601452,omdat 'k ik graag duvel drink uh 'k zal u zeggen al de affiches zo met hemels of hels en is het spiritueel of uh
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400251(033).wav,293100,ja met vijftig kunt de soms binnen en met honderd als 't goed gaat maar met geen tweehonderd vijftig h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400186(105).wav,389420,tja maar ja ja dat stond erin als ge alcohol in uw bloed hebt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400699(042).wav,372268,'k ben nu een jaar met pensioen awel 'k ben nog maar ene keer naar delhaize geweest of misschien twee keer
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400501(074).wav,327084,sorry dat bestaat niet neen heb ik jou voor een dilemma gezet nu
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400485(161).wav,270700,mmm de block moet mij nog eens gezien hebben want pff tenslotte
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400640(169).wav,767212,hij zegt ja normaal zijt de gij dan niet de oorzaak uh allee ja is d'r niemand h uh fout maar ja dat zijn geburen en als ze zij die franchise op u verhalen wat ga je d'rmee doen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400756(049).wav,268972,ja maar ik zou daar niet graag zitten hoor i in zuid-afrika en zo gevaarlijk
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400214(035).wav,481452,maar da 's d'r wel aan 't uitgaan h mja 'k had wel den indruk dat dat dynamisch was
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400792(046).wav,261036,hier ziet de ze wel ongeveer staan op de bovenste verdieping
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400507(008).wav,279532,maar ja vind dat maar een keer ja dat gaat bijna niet ah nee
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400627(007).wav,601132,en de 't hoofd van de dienst moet maar beslissen wie d'r moet n iemand weg overal ongeacht of dat die dienst goed draait te veel mensen heeft te weinig mensen heeft
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400304(027).wav,275180,om ook te controleren of men ook wel ziek is h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400637(067).wav,293292,uhu uhm
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400460(113).wav,327596,dan nadien is 't receptie in 't parochiehuis ze zegt och god en dan naar huis met ons gezessen daar zo zitten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400640(159).wav,492268,hij zegt ja en uh ja 't zou kunnen dat die mensen hun franchise d'r zal een franchise op zitten dat gij die franchise moet betalen ook
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400397(030).wav,295788,hij komt thuis en uh dus hij vraagt of moeder al gegeten heeft h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400382(029).wav,347180,ah ja montreal als ge ook iets niet weet dan moet de het zeggen h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400230(134).wav,305900,ik moest dat normaal tegen veertien maart weten tja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400437(089).wav,276460,'k help nog altijd in de bibliotheek voor 't ogenblik ja 't is interessant
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400063(091).wav,272620,maar jawel fruitsap vondt ge niet nodig fruit voor fruitsalade
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400437(120).wav,875180,omdat men ondertussen had gezien dat hij eigenlijk van joodse afkom was en ondertussen was men in spanje uh met de inquisitie zeer gebeten op al wie joodse of niet enfin niet-christelijke of niet-katholieke banden had
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400797(005).wav,363116,en verleden jaar hebben ze stond die nogal lang en hebben ze 't ook meegenomen dat randje
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400769(016).wav,264748,kust die slecht of wat en uh die zo ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400618(059).wav,546796,maar 'k stond dan in de vooruit en 'k zag een affiche hangen zo uhm nieuw te gent acteeropleiding iets van drie jaar
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400439(105).wav,326892,maar uh we zijn in een dorp geweest waar geen elektriciteit was
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400456(015).wav,259308,maar ik was heel blij dat we dat in deze periode gedaan hebben
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400497(031).wav,351468,en misschien gaan we in 't weekend een keer samen eten of zo omdat je gij dan toch naar huis zijt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400255(142).wav,451372,dus uh met ne golf met met faren op en zo maar ik had ook gedacht op dat moment was 't te laat h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400073(145).wav,259308,uh wij nemen dat bij die h bij die handvaten vast want achteraan zijn d'r handvaten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400783(034).wav,516140,en dan heb ik naar papa gebeld en gevraagd of ik mocht sms'en als ze een keer zouden terugbellen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400471(111).wav,552812,ja ja uhu da 's het probleem hm de ene die naar die kant wil en de andere die zegt h en de paarden dan
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400214(114).wav,364332,mmm 'k vind dat echt een machtig appartement en dan die torens die zo verlicht worden 's avonds in brugge
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400722(036).wav,422060,in uh niet ve in de nieuws in 't nieuwstraatje aan de markt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400186(107).wav,502188,ja waarom juist dat weet ik ook niet maar ja alcohol maakt je bloedvaten groter denk ik
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400464(141).wav,457452,maar dan was er geen plaats voor haar en den drieling dan hebben ze gezorgd dat ze met den tgv terug kon
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400607(025).wav,773868,maar achteraf bekeken denk ik dat als het past in het kraam van een leraar godsdienst of zedenleer dat dat dat wel beter zou zijn dat je 't dan dat je 't in een een thema pav of zo zou inbouwen want dat dat zie ik niet meteen zitten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400793(066).wav,423084,nee het gelijkt hier wel op de w
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400752(079).wav,264492,da 's uh een soort nieuwe priesterorde uhm heel streng
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400214(029).wav,271404,en iedereen wist zo in de streek ook van ja ge moet die moet daar nooit van kopen dat zijn oplichters en die
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400305(060).wav,430060,en een andere die ons wakker schudde om te zeggen ik geloof dat ik hier iets interessants heb gezegd of geschreven
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400439(097).wav,339116,veel bananen ook ja de meeste van die volken hebben wel n of ander product waarmee ze kunnen leven h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400355(007).wav,289324,met al m'n vrijheden ik geef dat zomaar niet op en ik geef mijn hond niet op
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400096(412).wav,656492,het gaat erom dat ge dat wij daar precies zo raar over doen dat die mensen samenwerken terwijl dat dat in een gewoon jeugdbeweging effe raar is misschien 't eersten half uur of de eerste twee sessies dat ze elkaar niet kennen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400533(130).wav,302828,en dan uh mijn verminderingskaart van de bond van de grote gezinnen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400304(010).wav,352108,en eigenlijk ja de sabena nog dieper in de schulden duwen h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400678(039).wav,388780,ja wat daar ook uh interessant om vaststellen is dat is de verandering van taal h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400756(100).wav,511468,'k denk dat je daar trouwens niet mocht roken maar goed in dat stuk ze zaten daar allemaal te roken en toen zei ik 'k zeg gasten ik heb een probleem ik moest iets cultureels met jullie doen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400789(098).wav,548588,die heeft mij gezegd ja maar jong zegt hij raf uh dat beginnen hier ook al wat amerikaanse toestanden te worden
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400297(125).wav,285932,maar uhm waarschijnlijk de technische vakken h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400782(078).wav,312108,zou een beetje kleiner niet leuker zijn och wel ja dat is misschien nog wel klein
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400778(030).wav,396588,en dat cadeau is een soort rollenspel waarin waarvoor hij zich kan inschrijven
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400380(023).wav,284204,nee da 's omdat ze weten dat de vrouw al schoon kan spreken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400626(026).wav,335980,maar i i wat ik ge gemerkt heb bij 't solliciteren dat diploma doet er niet toe
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400793(041).wav,383212,en hier heb je dan uh het beeld dat nog volledig intact is
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400718(039).wav,303916,maar eigenlijk h dan verdienen ze ook niet om om om tot in 't laatste jaar te geraken h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400365(070).wav,262508,met al zo'n speciale specifieke termen dat je dan den helft niet van begrijpt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400275(095).wav,281580,en uh ah ja weeral paniek de sleutel zit in ma haren auto
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400516(016).wav,401068,en hangt ie niet meer af van die studiebeurs maar hij wil nog z zijn uh doctoraten maken eigenlijk afwerken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400186(074).wav,387884,is ook duur nja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400315(006).wav,530348,en hij krijgt als jonge gast hij was de jongste van de drie die nog bij z'n ouders thuis was krijgt dus de hele schuld op zijne nek
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400780(054).wav,726188,ah 'k heb les de hele dag dus dan zou je best uh al de sleutel hebben want 't zou kunnen dat ik niet naar mijn kot kom over de middag
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400336(014).wav,388908,een uh ploeg die degradeerde en daar ja goed een handvol doelpunten had gemaakt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400098(387).wav,304748,en onze jo zei van ja die gaat dat weer niet gedaan hebben ofwel aan n van de stagiairs opgedragen hebben
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400752(144).wav,631724,ze moesten daar wachten dus 't was geen technisch probleem eerst niet uhm toen was 't weer goed maar was er plots een probleem met iemand die moest van 't vliegtuig verwijderd worden
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400254(144).wav,851116,maar de hoe zou 'k 't zeggen het nut daarvan was ook nihil want op sommige momenten was diene mol zelfs zo ironisch dat hij dat spel dat spilleke met die fles d'rop en al uitwroette en 't lag ernaast
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400065(050).wav,509676,maar allee ge let er toch een beetje op dat het dat 't uh wordt opgenomen nee
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400439(017).wav,357804,maar al ah ja 't werkt nog een zoon bij bekaert ne zoon
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400782(100).wav,264108,dan stoort het ook niet voor hen ze moeten de les niet stilleggen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400069(275).wav,289004,en toen doet hij een galontsteking toen zat hij dus al met een antibioticakuur
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400660(040).wav,359020,'k ga ne keer zeggen maar ik denk dat ze ze zegt dat eigenlijk voor een deel uit humor weh
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400518(065).wav,393068,en we moeten dus voor ieder puntje bepalen of dat die maatregel dan in dat decreet staat of dat wel duurzaam genoeg is
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400448(130).wav,312940,en ja 't is zo in de achterkamer thuis
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400689(018).wav,389868,in antwerpen en rotterdam en zo had ik dat probleem niet want rotterdam was te duister
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400078(103).wav,262636,uh 'k heb die ingeplakt in het uh gastenboek
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400510(019).wav,302764,maar net voordat ie zo die laatste framboos daarin steekt schiet ie in een lach
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400773(038).wav,427628,in principe wel voor eerste ploeg toch alleen h eerste ploeg de reserven spelen die wedstrijd op donderdag geloof ik
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400741(030).wav,355372,iets dat ietske kritiek is wel en dat je 'ns moet bekijken hier dat hekken rond dat terras
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400783(017).wav,483116,en vannacht is ze dan dan dus doodgegaan en ik denk eigenlijk dat
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400085(107).wav,365420,ik zeg hilde 'k zeg leeft gij nog want ik heb al zo dikwijls gebeld naar u en gij zijt nooit thuis
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400789(049).wav,346092,maar dat wat ik moest nemen dat hielp niks hij stuurde mij naar
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400516(054).wav,259884,nee hij gaat niet mee zo
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400766(016).wav,319404,mja h die twee die blijft twee dus die s komt er niet in ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400071(002).wav,292460,h ma zegt dat pa niet meewil en pa zegt dat ma niet wee meewil
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400255(149).wav,278636,en ze twijfelde of ze als ze zou doorrijden of dat ze naar huis zou komen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400461(079).wav,289772,allee voor mij ja het van het crme de la crme was dat
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400368(056).wav,378412,en ge weet niet meer ja we hebben dat niet gaan vragen h ze hadden wel gezegd van de gebuur hier recht tegenover was juist toegekomen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400456(007).wav,646060,en dat is nen aanrader voor iedereen wij zijn uh den eersten dag zijn wij gereden tot in uh beauvais geloof 'k ik
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400764(063).wav,304108,dan de volgende student komt dan maar die zit al binnen want die heeft die is samen met die andere student binnengekomen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400396(088).wav,1129964,dus bij beton zijn dat heel hoge trillingen die heel makkelijk dus ook over een uh een berm of of om 't even welke geluidswerende materialen dat ze d'rdoor dringen h of dat ze d'roverheen gaan
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400686(095).wav,340460,en die zetels zijn speciaal ontwerp voor de eerste keer daar gebruikt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400085(142).wav,354024,die vindt alles fantastisch op reis van 't moment dat ie weg is van huis vindt ie alles fantastisch
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400487(055).wav,305708,dat was die aflevering met diejen met diejen sanitairman roxanne dacht dat ze dat ze zwanger was
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400635(066).wav,744236,alhoewel ik toch denk dat er uh zelfs als dan die andere vormen zouden wegvallen dat dan toch niet gaat wegvallen dat uh mensen mekaar gaan vinden om wat te ondernemen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400773(017).wav,349868,ah had ik beter ook gedaan ik sta nog 'ns op dat blokken komt ook niks van in huis
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400100(017).wav,301868,ja awel ja dan geven die vlaams blokkers dat niet door h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400194(066).wav,329900,en uiteindelijk kom komt op neer dat uh dat 'm ne verpleger is ja dat hij verpleger is
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400397(067).wav,313836,en dat zijn die kisten h waar ze dan ga gaan op zitten nee dat kan voor alles gebruikt worden
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400307(126).wav,490668,dat zit in het ganse kader van privatisering h privatisering uh kunstenaars die een sp een sponsor moeten zoeken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400087(083).wav,294956,trouwens onzen pastoor van thuis in in de parochie die is hier in genk gekomen h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400477(033).wav,274540,die staat nochtans ergens bij een brug maar ik weet niet welke
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400283(058).wav,260268,maar we zullen daarop mikken h ofwel maandag dinsdag woensdag ofwel woensdag donderdag vrijdag
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400198(017).wav,275628,ja ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400781(043).wav,442412,en vandaar en die was hier ja die was hier om twaalf uur nog die jongen dus 'k denk dat die dan pas opgestaan is
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400780(029).wav,593964,dus dan zal het tot op de trouw zijn denk ik maar franois heeft vrijdag dat examen voor de europese gemeenschap
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400778(093).wav,361964,en we moesten dus nu opnieuw tien euro omdat 't weer op was allee ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400308(071).wav,438764,dat men uh plaatst die altijd bij de impressionisten en bij hun techniek
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-a\vl\fv400745(030).wav,318124,maar ik herinner me de afdaling naar noorbeek weer in nederland
