wav_filename,wav_filesize,transcript 
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006920(087).wav,143820,effe kijken van 't weekend of we nog iets leuks kunnen gaan doen als dingen weg is elke
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006927(028).wav,198444,h is 't winter bij jullie nee da 's da 's zomerkost is andijviestamppot met spekjes zomerkost
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701096(071).wav,85324,ja ggg ja als er zo iemand komt kunt de dat misschien toch best wel doen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700035(009).wav,145580,dus we kunnen opleidingsmarkten in shoppingcenter zuid ja da 's volledig in orde
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901165(003).wav,114700,niks speciaals mmm beetje moe geweest wegens te weinig geslapen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006879(010).wav,199308,niet is dat niet uh iets van kek of uh hoe he hoe heet 't uh ggg uh flitsend in 't vlaams
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006778(053).wav,285004,ja dus ik duik d'rin rustig aan ding werd al lager en op 't einde xxx cabine bij de uitgang tunnel en toen liet de achterkant van dat xxx
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700004(027).wav,182764,ah ja maar da 's waarschijnlijk gewoon den uitleg voor het geval dat hij uh moet 'k zeggen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006943(044).wav,150092,maar de de oefenruimtes zelf zijn gewoon dicht dus daar ben ik in ieder geval niet
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901121(097).wav,92140,ja 'k weet niet dat die 't is niet dat ze inhoudelijk ons uh dingen moeten nodig hebben allee nodig hebben zuh denk ik
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006958(025).wav,155500,ja ik heb vij twaalf dozen gehuurd bij een uh verhuisbedrijf zo
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006849(104).wav,167212,maar in de tussentijd schakelen z zadelen we de consument op met een uh minderkwaliteitsoplossing
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901064(008).wav,66284,ook kindjes met twee tegelijk en da 's da 's eigenlijk wel plezant ah ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008306(072).wav,112172,ja ja dat vind ik wel heel eng ja mmm ja 't is wel gewoon echt heel erg wennen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006924(012).wav,159564,dit gesprek d nou de 't uh de disc uh hoe heet zo'n ding
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700185(098).wav,181708,h of wilt de wel oe-oe
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008167(087).wav,79836,want dit dit gesprek heeft nu al zeven minuten geduurd nou minstens v uh vier of vijf
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006850(059).wav,152908,en nu ga ik mijn brief aanpassen nu ga ik heel erg een visie geven over wat ik verwacht van de helpdesk oh ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700178(003).wav,159244,dus ja katrien is een kwartier geleden gaan slapen 'k kan alleszins zien of ze nog wakker is
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006965(024).wav,146764,hoe heet 't die waren wel uh die en die die waren gecontroleerd door de woningbouwvereniging
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006943(043).wav,133132,uh ja ik moet wel effe met ralf nog een paar dingetjes doornemen ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901164(014).wav,102524,fiftyfifty pers uh geen personeel fiftyfifty studenten en mensen vanuit de instellingen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006779(010).wav,231052,nou d dan heb je echt geluk gehad dus uh 't ken wel wezen dat er weer n is gebroken maar ja dat dat uh zie 'k wel weer
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006956(006).wav,194188,ik had eigenlijk zoiets van nou ja ik uh wij we hoewel wij een rooster hebben van tien tot uh drie zit ik er gewoon elke dag van uh nou te vroeg tot te laat
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700019(027).wav,135628,voil prima 't is ergens in brussel centrum
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008010(086).wav,118908,en uh ggg even kijken een ander 't nadeel van als 't erg heel erg mooi weer is is dat d'r heel veel mensen gaan kijken gewoon
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008089(004).wav,89228,met je scriptie uh ja oh hoe gaat dat nou ik heb nu de
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv900226(071).wav,307724,dan heb ik nog zo dingen besteld en die jongen die bestelt dat dan via internet bla bla bla en de rest zet ik op mijn boekske of de moeilijke tijden zoals papa het noemt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn007024(064).wav,152716,ik geloof ik heb besloten dat ik mijn verjaardag ga vieren samen met martijn ja maar wanneer ben jij jarig
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv900007(008).wav,135276,en dan bleek dat dat toestel in nederland helemaal niet zo duur was als wij dachten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701072(084).wav,85164,ggg ze eten allemaal met hun xxx ge steekt daar uw uw hand in met een stukske brood en wat weet 'k allemaal allemaal in dezelfde pot h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006995(065).wav,158316,ja nou dan vind ik dat zij ook geen korte truitjes aan mogen eerlijk is eerlijk
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008082(105).wav,86572,ik ga hier weg zei ie ggg ik ga ik zei ja dat heb ik gehoord
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701246(092).wav,82604,ging ik daarlangs ja en uh ah ja mmm 'k ben ze
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006738(095).wav,137356,ja daar word je niet vrolijk van nee nee dat bedoel ik tien vierkante meter is niks
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008338(019).wav,65084,dus uh ik weet altijd toch wel precies ik h ik hou de dingen wel in de gaten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008112(018).wav,66236,oh ja ook dus uh dat dat was gewoon live zoiets van kijk en dit is loumen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006955(043).wav,129260,paspoort maar die heb je toch wel nou die had ik maar die was verlopen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006729(013).wav,155536,wij hadden om uh zeven uur gestemd en toen was de opkomst vijfentwintig procent
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006928(059).wav,155884,laatste keer voordat je dat 'k naar zevenaar kom voordat 'k naar bali ga ja ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008174(047).wav,67212,ze zegt uh goh uh de ronde van spanje en uh geen rabo
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008343(062).wav,78860,en is al bekend of zijn uh in zijn familie dat uh eerder is voorgekomen of niet
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901052(049).wav,85164,ah ja ik pas mijn uh studieperiode wel aan aan de koers van de dollar en de euro h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn007021(032).wav,172972,ja door 't door 't limburgse land oh nee
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv900255(051).wav,189836,ja maar ja soit allee wij zijn d'raan begonnen en ja dan moet hij 't maar afmaken h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700177(001).wav,132652,ah hoezo niet ja 'k weet dat niet 'k vraag me dat ook af
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008077(029).wav,111740,ja en dan moet iemand naar de planning uh die van de planning die moet naar je toe komen en 't ook met uh met een zo lief mogelijk gezichtje vragen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006993(064).wav,161996,da dacht ik maar dat 't is dus wel ja wel tussen twee vrouwen dan maar ja dat heet lesbisch
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008017(071).wav,66844,en uh nou is 't verder ook allemaal goed lief uhm ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701043(029).wav,119564,eigenlijk zoals ge begint met spaghettisaus en uhm een dozeke champignonnen of twee dozekes afhankelijk van uw hoeveelheid h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006817(045).wav,368908,en dan op zondag moest ze met alle geweld naar ton en agnes toe en uh nou ja daar was ik dus weer elke keer toen ton d'r met de auto daar bracht en uh xxx dan elke keer even samen en au au au
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006986(088).wav,147052,dus uh daar was ik wel erg blij om ja regent 't bij jou ook zo hard
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv900328(070).wav,378540,ja ja ja want eigenlijk moest 'k ik ik zou moest ik nu allee niet niet gekoppeld zijn om zo te zeggen zou ik dat echt wel uh mee naar cuba gaan denk 'k zuh
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701295(034).wav,77756,nee want ik kon uhm van 't jaar maar vier dagen en half niet meer nemen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700045(043).wav,205484,en aan de echt zware gevallen van a tot z uitleg te geven ja ja dat zijn we aan 't proberen zo te schikken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008056(059).wav,71212,uhm nou d'r zijn toch nog andere dingen aan de orde komende week
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008352(074).wav,137852,buiten dat ze daar eet dus uh als ze om een uur of uh twaalf of uh ha halftwaalf daarnaartoe gaat dan is ze daar geloof 'k wel tot een uur of vier uh halfvijf
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006846(028).wav,158668,'k weet ook niet precies want ik kan me 't ook haast niet voorstellen dat ze zo'n ding opvreten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv900155(008).wav,134508,dat 't d'r niet te veel zijn ah da 's zo ggg ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700079(021).wav,301932,dus d'r is ook een terras aan ah ja zin in een praatje bij een lekker hapje voor eerlijke smakelijke en kwaliteitsvolle gerechten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008273(015).wav,96060,in dat mailtje refereerde hans ook nog aan uh tragische overlijden van uh dat echtpaar een jaren geleden
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701292(071).wav,111468,hij zal misschien o ooit wel nog wel ne keer met een andere thuiskomen zuh maar de kans lijkt mij al echt wel stukken kleiner toch dan vroeger
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700200(089).wav,352268,'t zal wel h ja omdat hij heeft uh dus uh de winne heeft 'm en dan waar wij gaan en nu heeft 'm schijnt het ook de roerdomp nog
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008323(017).wav,127916,hij uh wist ook uh uh de manier om uh gunstige inf informatie te krijgen betrouwbare informatie ook
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700043(068).wav,154928,goed hoe laat zijn jullie hier normaal awel had tegen hoe laat hadt de gezegd
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008075(058).wav,131916,uh die is uhm ja gistermiddag om drie uur oh toen ben 'k gelijk naar esther en gnther gegaan want we hadden gister daar uh barbecue voor 't helpen nog
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008235(027).wav,97708,oh en dan zou ie uh 's ochtends mee uh die uh zou ie blijven slapen en dan daarna mee naar de kerk
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006898(030).wav,139116,maar nou was d'r ook weer een ka kastdeurtje met een beetje ja heel licht hout
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700005(022).wav,158120,dienen heb 'k hier ook staan en dat ze me altijd wijsgemaakt hebben dat 't een zwaar giftige plant was
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008358(067).wav,70268,oh want dat is natuurlijk maar heel uh toevallig wat daar staat
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006821(053).wav,150316,ja m a amerika dat moet je zien inderdaad hoeveel nog nou ja in g in ierland ook hoor
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008163(059).wav,77900,h dat heb ik toch weggebracht wat bedoel je nou die ligt hier hu
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008313(079).wav,83228,geweldig helemaal plastic mmm ggg
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008149(039).wav,73372,oh klinkt vreselijk ja dit is niet normaal dit verwacht ik niet van 'm
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008049(026).wav,94844,dus ik een heel simpel programmaatje geschreven nou ik weet zeker dat 't goed was en ik uh compileren nou gaf ie andere interne error
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701205(033).wav,109628,nee maar ja voor mij ah wel 'k heb al heel 'k heb al heel de namiddag goeste voor een zelf een berichtje te sturen naar matti
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006820(050).wav,137516,ja uhm ja ik had echt zoiets van ja weet je wijfie trek die beha uit
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006943(045).wav,185740,tot wanneer is waterfront dicht dan tot achtentwintig juli oh zo da 's best wel lang
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700007(087).wav,259884,maar ik had 'k ik zo als hilde hier de laatste keer geweest is zo gezegd zo van goh misschien dat 'k eens naar leuven kom en dat we 's avonds eventueel eens naar de cinema kunnen gaan
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008361(059).wav,120876,ik denk ik merk ook als ik dan om me heen kijk van mensen die dus 't bedrijfsleven zijn ingegaan of baan hebben genomen waar je elke academische studies
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701201(060).wav,112572,omdat m'n gsm begon te rinkelen ja ggg 'k had 't gezeid dat je gsm ging rinkelen en dat je hem niet moest oppakken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006960(033).wav,146668,ja 't is wel een hele chique stad volgens mij hoor denk je niet
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006849(033).wav,240268,ja eigenlijk vind 'k 't wel een aardig toestel alleen dan jammer dat ie uh ja dat ie dus niet uh de ringtones kan downloaden en zo
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006917(029).wav,197292,mm-hu maar dat was wel gaaf da 's mooi
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008282(099).wav,236700,nee dus uh dat is allemaal gebeurd en uhm uh nu ligt ze op een kamer met een mevrouw die heeft uh je houdt 't niet voor mogelijk een moeder twee kleine kindjes ik denk dat ze ergens uh j voor in de dertig is
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008266(081).wav,77372,h ja we hebben tim en ik hebben vandaag uh de mastersheet van alles gemaakt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006720(008).wav,149420,da 's mm-hu
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700023(054).wav,142440,allee dan zijn we met tween ik heb stoofvlees friet gegeten van de middag
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006826(068).wav,226892,zou jij uh zou jij aan een aan een soort van uh hypnose ondergaan om uh meer van je onderbewustzijn te willen weten
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701071(073).wav,165324,uh buiten eigen toerisme h ze hebben dus heel schone ski-oorden en uh uh berghutten en uh sport uh is is zeker uh ongelofelijke accommodaties en al
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700195(068).wav,245516,dus hij staat d'r niet helemaal bleu voor maar en hij hij krijgt hier toch dingen voorgeschoteld dat hij eerst ne keer moet nadenken zenne
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700026(038).wav,217964,ja en uhm en dan begin februari ben 'k met janni mee vier dagen naar barcelona geweest
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701312(032).wav,64204,ja zei 'm da 's wel goed nieuws h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008192(105).wav,95804,of ik ga met de trein of ik ga met een goedkoop ticket ja tweehonderd euro zul je niet veel voor kunnen kopen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006932(002).wav,156300,we hadden als uh vaste gasten een paar koeien ggg
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006921(057).wav,161672,ja dus ja ik kan d'r weinig aan doen h ja maar die geur die blijft hangen dus
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901026(050).wav,101804,anders was 't nu in de kerelstraat maar hij heeft ie dat huis verkocht en uh ge hebt die daar tegare en dingen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006785(017).wav,184940,ook prima ja ja 't was wel aardig uh aardig wat publiek weer dus ze hebben allemaal staan juichen voor die jongens
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008217(052).wav,125004,die die wonen nog steeds tijdelijk daar nou die zijn uh in de buurt van antwerpen iets aan 't bouwen in de hoogstraten daar gaan we dan ook effe kijken en
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700044(038).wav,321644,ja en uhm dat zijn twee meiskes en dan die de zus van haren man uh de broer van haren man dienen heeft ook drie dochterkes
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701042(020).wav,79084,en dan moet de nog een beetje meer naar rechts over 't veld en dan komt de d'r uit ah dat wist 'k helemaal niet
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008073(100).wav,72332,rita en ja daar had ze natuurlijk ook die hond uh van kim nog die ze waar ze voor moest zorgen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901171(036).wav,70076,de projector voor de en dan spelen we de film van van 't mafiafeest
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008246(093).wav,79356,ja dus dat is uh ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006933(040).wav,187244,ja 't dakraam och ja ja ja xxx nou zo blijf je aan de gang
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901184(027).wav,70652,want uhm blijkbaar van dat dat duivenkot van de rudy h hum
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008070(053).wav,149308,oh da 's lekker ja dat vond ik zelf ook oh da 's wel lekker op zich dat je inderdaad dan nu effe een beetje xxx dat je na de vakantie weer uh opgeruimd uh verder kan zeg maar
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901035(019).wav,95884,en 'k wist of dat dat ging lukken maar 't is 't is gelukt want ze ha ze hadden dingen en we hebben die opgeplakt
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901052(008).wav,101324,hoe hoeveel moet die ongeveer kosten uhm hoeveel die mag kosten ja
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006934(029).wav,147372,maar daar is natuurlijk verleden week maar waarom zegt die man dat dan niet u krijgt een rekening of zo
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006762(121).wav,166412,yes ok uh nee ik bemoei me ook niet te veel mee
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008217(035).wav,66060,ja dat denk ik wel uh door is daar niet zo voor maar uh
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701035(035).wav,69708,want ik moet dus wel ten laatste overmorgen mijn telefoons gedaan hebben
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700015(075).wav,246796,dus de verantwoordelijke voor heel dinge h amerika en ik ga naar die gast 'k zeg awel jong wanneer gaat de me eens ietske voor mij geven in latijns-amerika jong
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008215(035).wav,104140,ja da 's ook niet de bedoeling nee 't is om zo af en toe 'ns wat effe wat te lezen h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006914(055).wav,145580,en toen waren we dus uh gingen we naar buiten lopen bij de yes mm-hu
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700019(068).wav,219564,we hebben goed allee ik heb goed geschilderd vandaag 'k ben met nen helen abstracten trein bezig
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700191(023).wav,188268,allee zeg ah ja natuurlijk 'k weet 'k ik ook niet wat gij d'rmee van plan zijt eventueel h
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700070(101).wav,156524,uhu maar ja we moeten met andere dingen ook al beginnen rekeningen houden
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901161(010).wav,103676,ja in de hoop dat ze dat ook in de discussie die een uur later gevolgd is waarschijnlijk over alma hebben meegenomen
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008255(065).wav,149036,wagenborg passagiersdiensten ameland vertrek vanaf ameland
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701056(121).wav,90060,da 's raar nochtans ja maar wij kunnen niet meer op internet op onzen vasten hier thuis
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv901054(056).wav,96684,uh en dus dat moet meestal wel door door iemand met iets meer ervaring gebeuren dan gewoon een huisarts
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\vl\fv701095(006).wav,108044,en uhm ja hij wou hij had op voorhand gezegd ik wil tot punt zeven geraken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008192(059).wav,157324,xxx en zo oh ja maar hij is weer uh op de crche en moet weer heel lang slapen 's middags
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700117(071).wav,291980,ah 'k zeg ja ze is zij natuurlijk nog een beetje klein maar ja nancy had er waarschijnlijk eerst iets van gezegd tegen uh tegen solamna een week of drie geleden zeker maar dat wist 'k ik niet
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006918(062).wav,192428,ja dat is inderdaad wel lachen mm-hu dat klopt dat klopt ik heb zaterdag vijfentwintigjarighuwelijksfeest
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008060(060).wav,74908,ja gisteren toen ze wegging oh ja daarmee heb ik ook nog even met 'r gesproken
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\nl\fn006904(086).wav,154604,de kogel kwam van links ja nou ja ja blijft gek
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv900150(007).wav,182508,ja ja daar dus daar lagen we ons en we zijn drie namiddagen of zo daarnaartoe geweest
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-c\nl\fn008369(025).wav,139884,dus als ik nou niet hoef te werken dan uh ben ik gewoon vrij moet ik wel werken ja dan uh is tot half vier vier uur
S:\Downloads\20151207_CGN_2_0_3\CGN_2.0.3\data/audio/wav\comp-d\vl\fv700065(026).wav,314732,vo voor elk examen eigenlijk genoeg geslapen en 'k ha dacht dan ah zo dat ik niet niet vermoeid kon zijn maar 'k heb den indruk dat dat dat een examen maken dat mij dat toch telkens vermoeit
